"","ip","app","device","os","channel","is_attributed","Hour"
"63897",58202,14,1,37,442,0,29
"63898",105475,7,1,22,101,0,29
"63899",112255,9,1,13,232,0,2
"63900",25183,3,1,1,280,0,4
"63901",102800,12,1,18,265,0,46
"63902",5314,6,1,19,459,0,12
"63903",66507,25,1,35,259,0,44
"63904",40372,8,1,27,145,0,47
"63905",48383,15,1,13,140,0,32
"63906",120440,3,1,13,19,0,1
"63907",53454,3,1,18,379,0,1
"63908",125175,3,1,36,280,0,6
"63909",27840,8,1,13,145,0,40
"63910",31730,9,1,19,466,0,20
"63911",69136,2,1,13,237,0,32
"63912",121256,12,1,13,259,0,18
"63913",95856,21,1,31,232,0,5
"63914",2596,18,3032,607,107,0,18
"63915",77257,3,1,10,280,0,11
"63916",62339,64,1,13,459,0,26
"63917",93646,8,1,19,145,0,17
"63918",309783,9,1,41,244,0,24
"63919",82150,26,1,26,266,0,26
"63920",75329,3,1,19,480,0,10
"63921",149196,8,1,28,145,0,30
"63922",17198,15,1,13,386,0,15
"63923",158998,25,1,13,259,0,20
"63924",293786,9,1,8,489,0,11
"63925",11908,15,1,8,245,0,33
"63926",133804,2,1,25,477,0,30
"63927",288776,3,1,13,280,0,2
"63928",113946,18,1,13,121,0,29
"63929",64282,11,1,19,481,0,11
"63930",8808,9,1,13,334,0,19
"63931",243394,3,1,19,280,0,15
"63932",114490,14,1,22,401,0,1
"63933",8352,3,1,13,280,0,12
"63934",104137,3,1,17,280,0,4
"63935",112585,3,1,41,466,0,5
"63936",118648,3,1,8,280,0,24
"63937",78150,13,1,3,469,0,21
"63938",17282,3,1,9,135,0,18
"63939",62646,12,1,10,259,0,5
"63940",70869,3,1,3,137,0,18
"63941",91066,3,1,13,280,0,15
"63942",118079,13,1,1,477,0,46
"63943",48212,2,1,47,237,0,23
"63944",227850,19,0,24,347,0,5
"63945",44663,2,2,49,205,0,30
"63946",92922,23,1,11,153,0,22
"63947",175964,21,1,25,128,0,23
"63948",30961,11,1,53,319,0,19
"63949",48891,3,1,12,173,0,6
"63950",188311,12,1,19,145,0,9
"63951",4382,9,1,13,322,0,30
"63952",175430,15,1,19,315,0,9
"63953",352948,2,1,13,477,0,11
"63954",39834,9,1,13,134,0,20
"63955",93021,7,1,13,101,0,5
"63956",201182,9,1,19,466,0,30
"63957",257987,3,1,47,173,0,24
"63958",3314,64,1,23,459,0,11
"63959",76884,18,1,19,107,0,5
"63960",95672,3,1,14,489,0,11
"63961",31949,9,1,19,232,0,12
"63962",96038,13,1,42,477,0,3
"63963",14737,3,2,17,115,0,22
"63964",9224,3,1,19,137,0,18
"63965",12087,14,1,41,134,0,46
"63966",8635,15,1,13,245,0,6
"63967",7047,18,1,27,107,0,28
"63968",55802,21,1,19,232,0,43
"63969",4405,25,1,19,259,0,29
"63970",98521,3,1,22,424,0,12
"63971",26876,3,1,3,173,0,5
"63972",35017,10,1,18,377,0,27
"63973",96174,18,1,28,107,0,27
"63974",17865,21,1,13,232,0,32
"63975",52010,3,1,19,280,0,44
"63976",108858,14,1,53,480,0,32
"63977",149726,9,1,13,442,0,26
"63978",82161,14,1,15,480,0,9
"63979",59377,2,1,19,469,0,12
"63980",106770,9,1,13,448,0,7
"63981",141879,14,1,37,467,0,37
"63982",49963,15,1,13,412,0,12
"63983",73516,9,1,22,258,0,25
"63984",30598,18,1,17,107,0,3
"63985",15773,1,1,19,153,0,0
"63986",195190,3,1,13,280,0,27
"63987",73610,15,1,19,315,0,30
"63988",31959,2,1,13,377,0,24
"63989",72956,3,1,20,280,0,8
"63990",93325,2,1,19,236,0,3
"63991",44494,26,1,19,477,0,28
"63992",97188,2,1,19,452,0,27
"63993",39368,14,1,13,463,0,12
"63994",93570,3,2,9,424,0,25
"63995",102707,2,1,13,435,0,11
"63996",209663,19,6,29,213,0,38
"63997",40430,12,1,31,145,0,34
"63998",32365,2,1,19,122,0,8
"63999",65793,15,1,19,245,0,29
"64000",29717,4,1,13,101,0,5
"64001",70346,15,1,19,315,0,12
"64002",121127,2,1,22,469,0,17
"64003",88531,18,1,19,439,0,32
"64004",62109,2,1,8,219,0,34
"64005",211550,12,1,19,245,0,32
"64006",159228,3,1,13,280,0,20
"64007",80808,3,1,9,211,0,29
"64008",29624,9,1,15,134,0,2
"64009",109413,3,1,19,280,0,26
"64010",96037,18,1,19,439,0,12
"64011",4405,9,1,22,334,0,26
"64012",37972,12,1,73,497,0,32
"64013",124267,9,1,2,442,0,1
"64014",88281,18,1,13,439,0,1
"64015",172164,9,1,19,232,0,13
"64016",55208,2,1,10,435,0,12
"64017",98606,26,1,12,121,0,11
"64018",187164,15,1,19,245,0,15
"64019",14672,4,1,6,101,0,30
"64020",109042,2,1,13,219,0,24
"64021",94778,2,1,19,452,0,34
"64022",114816,7,1,1,101,0,20
"64023",112498,18,1,18,107,0,20
"64024",130535,2,1,10,435,0,17
"64025",31426,13,1,37,469,0,7
"64026",24843,2,1,19,477,0,43
"64027",326148,3,1,10,211,0,38
"64028",34816,12,1,19,265,0,24
"64029",269628,14,1,19,463,0,22
"64030",121163,12,1,13,265,0,30
"64031",43421,35,1,9,21,0,24
"64032",15898,10,1,19,113,0,27
"64033",210218,3,1,19,466,0,7
"64034",78741,1,1,13,125,0,18
"64035",115621,3,1,22,280,0,12
"64036",59572,3,1,19,452,0,40
"64037",8109,3,1,23,424,0,11
"64038",294028,11,1,12,319,0,28
"64039",114276,18,1,13,107,0,29
"64040",10283,18,1,13,134,0,17
"64041",97716,12,1,19,178,0,8
"64042",180222,3,1,19,379,0,7
"64043",144604,14,1,13,379,0,47
"64044",125610,21,1,22,128,0,3
"64045",67439,12,1,26,326,0,34
"64046",88281,26,1,10,477,0,14
"64047",6145,14,1,47,379,0,27
"64048",70718,2,1,13,477,0,32
"64049",115040,9,1,53,127,0,16
"64050",71564,3,1,13,280,0,3
"64051",47313,15,1,16,245,0,30
"64052",39303,6,2,9,125,0,26
"64053",152714,15,1,2,130,0,12
"64054",106723,12,1,19,265,0,8
"64055",57802,9,2,9,258,0,16
"64056",104366,12,1,23,245,0,16
"64057",105113,9,1,19,215,0,11
"64058",18802,3,1,41,280,0,12
"64059",81837,2,2,30,237,0,29
"64060",81812,3,1,19,280,0,11
"64061",97744,1,1,13,125,0,34
"64062",37217,15,1,19,245,0,47
"64063",88743,15,1,13,245,0,29
"64064",43523,3,1,10,19,0,10
"64065",112806,15,1,6,245,0,46
"64066",30356,3,1,13,280,0,16
"64067",253754,18,1,13,439,0,0
"64068",29835,2,1,13,122,0,6
"64069",28275,3,1,19,489,0,17
"64070",55942,11,1,18,487,0,3
"64071",126849,2,1,19,477,0,19
"64072",162821,9,1,8,258,0,22
"64073",146001,15,1,37,245,0,45
"64074",45327,2,1,37,205,0,8
"64075",121655,3,1,27,280,0,32
"64076",49729,18,1,13,121,0,0
"64077",156533,2,1,17,237,0,8
"64078",127254,26,1,6,121,0,13
"64079",625,3,2,52,115,0,19
"64080",60603,3,1,13,135,0,26
"64081",27751,3,1,23,409,0,22
"64082",33508,18,1,32,107,0,32
"64083",5178,9,1,15,127,0,13
"64084",113479,2,1,25,237,0,1
"64085",89161,6,1,80,459,0,36
"64086",43837,18,1,25,134,0,7
"64087",73162,12,1,19,265,0,9
"64088",105792,3,1,46,280,0,5
"64089",18053,18,1,13,107,0,11
"64090",91694,12,1,8,265,0,29
"64091",130581,32,1,31,376,0,9
"64092",59572,2,1,19,219,0,8
"64093",17329,15,1,15,245,0,31
"64094",94092,12,1,17,242,0,22
"64095",27114,15,1,19,245,0,19
"64096",88911,15,1,30,245,0,15
"64097",68333,1,1,1,115,0,19
"64098",104710,9,1,19,334,0,36
"64099",2441,9,1,22,466,0,26
"64100",110532,11,1,18,173,0,6
"64101",111324,12,1,13,140,0,0
"64102",114576,15,1,32,259,0,5
"64103",106308,3,1,34,424,0,13
"64104",89663,3,1,13,137,0,21
"64105",102235,12,1,18,178,0,8
"64106",114878,24,2,9,105,0,40
"64107",21789,3,1,19,280,0,16
"64108",150098,2,1,17,477,0,14
"64109",54157,3,1,37,115,0,16
"64110",100135,3,1,13,280,0,6
"64111",114220,9,1,13,466,0,31
"64112",123276,21,1,17,128,0,26
"64113",69049,3,1,13,489,0,20
"64114",49969,3,1,13,280,0,1
"64115",112302,3,1,16,182,0,17
"64116",124028,12,1,16,105,0,28
"64117",96796,15,1,1,245,0,43
"64118",3737,3,1,1,115,0,1
"64119",123984,2,1,22,243,0,22
"64120",107716,13,1,19,400,0,21
"64121",124291,9,1,19,215,0,15
"64122",62245,13,1,13,477,0,44
"64123",103642,8,1,19,145,0,41
"64124",207693,2,1,13,219,0,7
"64125",140333,2,1,5,477,0,43
"64126",171832,13,1,22,477,0,16
"64127",153896,26,1,16,121,0,1
"64128",14475,15,1,19,245,0,39
"64129",54472,14,1,22,439,0,29
"64130",46532,2,1,8,435,0,10
"64131",36131,13,1,19,477,0,28
"64132",24905,7,1,19,101,0,25
"64133",116530,3,1,15,417,0,20
"64134",5348,3,1,18,280,0,4
"64135",7397,2,1,17,212,0,4
"64136",4983,12,1,19,178,0,46
"64137",70552,14,1,13,467,0,45
"64138",175789,13,1,19,400,0,21
"64139",5843,3,1,9,280,0,6
"64140",175055,2,1,25,435,0,22
"64141",114220,12,1,3,245,0,31
"64142",33901,8,1,13,140,0,20
"64143",92668,6,1,19,125,0,16
"64144",191239,12,1,13,178,0,5
"64145",99980,14,1,19,442,0,17
"64146",32457,11,1,47,122,0,13
"64147",106801,2,1,13,452,0,5
"64148",80418,3,1,13,489,0,27
"64149",32457,3,1,8,280,0,23
"64150",114276,2,1,6,219,0,9
"64151",1584,26,1,9,266,0,4
"64152",43166,12,1,13,265,0,23
"64153",91611,3,1,8,205,0,17
"64154",153149,3,1,13,280,0,14
"64155",203924,14,1,30,463,0,1
"64156",128470,15,1,8,265,0,11
"64157",97773,15,1,13,245,0,17
"64158",87842,3,1,3,280,0,9
"64159",69020,12,1,22,178,0,47
"64160",81195,12,1,14,245,0,29
"64161",227202,6,2,13,125,0,18
"64162",81482,15,1,19,245,0,44
"64163",188073,2,2,6,364,0,24
"64164",55431,9,1,19,442,0,24
"64165",48212,12,1,19,265,0,30
"64166",238731,9,1,19,442,0,15
"64167",67229,2,1,30,237,0,47
"64168",198026,15,1,15,245,0,39
"64169",5348,3,1,37,280,0,11
"64170",294077,18,1,27,121,0,23
"64171",211080,2,1,11,469,0,7
"64172",2728,9,1,16,215,0,24
"64173",79909,8,1,19,145,0,33
"64174",114795,9,1,19,127,0,18
"64175",97744,2,1,13,212,0,26
"64176",44458,12,2,13,326,0,5
"64177",165408,1,1,13,153,0,8
"64178",78366,14,1,13,489,0,30
"64179",41399,9,1,23,134,0,24
"64180",163220,19,0,24,213,0,10
"64181",28117,2,1,25,477,0,6
"64182",107441,3,1,22,280,0,4
"64183",74561,3,1,13,452,0,18
"64184",135359,11,1,37,469,0,8
"64185",10043,12,1,19,140,0,9
"64186",17149,14,1,18,489,0,10
"64187",80357,1,1,19,153,0,23
"64188",37050,3,1,18,280,0,4
"64189",115806,2,1,19,237,0,11
"64190",109602,19,0,38,213,0,28
"64191",86780,26,1,17,266,0,19
"64192",124936,9,1,13,244,0,21
"64193",135625,21,1,13,232,0,19
"64194",9946,2,1,19,236,0,8
"64195",90833,15,1,10,140,0,9
"64196",27217,3,1,41,480,0,6
"64197",87748,1,1,13,134,0,4
"64198",108858,2,1,13,212,0,10
"64199",5314,12,1,8,265,0,11
"64200",124096,14,1,13,379,0,23
"64201",84635,2,1,18,122,0,7
"64202",77884,3,1,27,280,0,2
"64203",19561,18,1,32,107,0,20
"64204",169679,15,1,43,245,0,4
"64205",40289,9,1,13,127,0,28
"64206",34751,12,1,12,178,0,12
"64207",105475,2,1,35,219,0,13
"64208",90509,3,1,19,153,0,29
"64209",111413,3,1,10,173,0,31
"64210",110237,12,1,19,265,0,17
"64211",103611,6,1,18,459,0,11
"64212",100412,3,1,13,280,0,0
"64213",25394,26,1,12,121,0,15
"64214",107276,2,1,19,243,0,31
"64215",8790,9,1,18,466,0,9
"64216",151867,18,3032,607,107,0,27
"64217",126343,2,1,13,219,0,15
"64218",130164,25,1,13,259,0,23
"64219",31518,1,1,8,13,0,14
"64220",42207,9,1,17,445,0,24
"64221",60733,18,1,1,107,0,29
"64222",43855,14,1,10,379,0,12
"64223",268903,12,1,13,259,0,19
"64224",59896,12,1,6,178,0,47
"64225",85601,3,1,17,280,0,46
"64226",84959,12,1,3,265,0,20
"64227",5147,3,1,18,409,0,17
"64228",14921,12,1,26,259,0,3
"64229",83069,12,1,20,328,0,11
"64230",164648,2,1,19,219,0,16
"64231",125481,9,1,14,232,0,29
"64232",50189,3,1,22,379,0,1
"64233",106820,3,1,8,489,0,9
"64234",93021,15,1,17,412,0,22
"64235",218853,2,1,13,364,0,45
"64236",119593,23,1,15,153,0,16
"64237",59979,3,1,22,115,0,21
"64238",48418,26,1,16,266,0,26
"64239",107274,12,2,19,178,0,24
"64240",119628,12,1,13,140,0,8
"64241",133239,9,1,19,134,0,2
"64242",48170,2,1,15,237,0,3
"64243",69411,18,1,13,121,0,23
"64244",5314,3,1,17,409,0,31
"64245",21013,22,1,26,116,0,22
"64246",44042,19,21,24,213,0,44
"64247",95984,12,1,3,178,0,29
"64248",271115,18,1,17,439,0,30
"64249",226037,12,1,18,328,0,37
"64250",64320,23,1,22,153,0,16
"64251",123861,6,1,19,459,0,32
"64252",27364,2,1,3,435,0,17
"64253",186714,2,1,17,236,0,9
"64254",41471,15,1,2,111,0,19
"64255",119238,10,1,17,377,0,22
"64256",85823,21,1,37,128,0,25
"64257",29804,13,1,6,477,0,14
"64258",223061,15,1,8,265,0,47
"64259",104799,117,0,607,101,0,19
"64260",172148,12,1,19,242,0,7
"64261",235851,15,1,13,480,0,16
"64262",44725,26,1,6,266,0,9
"64263",113723,9,1,20,244,0,17
"64264",73516,3,2,10,153,0,6
"64265",100785,15,1,13,245,0,30
"64266",86977,1,1,13,134,0,1
"64267",111708,2,1,15,205,0,46
"64268",24700,9,1,3,145,0,21
"64269",19931,11,1,13,469,0,12
"64270",40028,14,1,13,480,0,4
"64271",192110,9,1,19,215,0,33
"64272",47292,20,1,53,478,0,0
"64273",59117,12,1,22,212,0,45
"64274",33201,3,1,13,280,0,27
"64275",363582,2,1,14,477,0,11
"64276",80949,3,1,13,409,0,7
"64277",61635,18,1,6,107,0,28
"64278",195354,2,1,13,122,0,28
"64279",63832,15,1,35,278,0,0
"64280",313179,3,1,23,280,0,4
"64281",43855,3,1,25,115,0,15
"64282",103555,12,1,13,205,0,5
"64283",125259,3,1,22,205,0,26
"64284",73516,12,1,16,326,0,18
"64285",360206,1,1,10,153,0,16
"64286",73568,14,1,18,439,0,46
"64287",143265,18,1,17,107,0,22
"64288",381,15,1,37,245,0,47
"64289",79982,14,1,13,442,0,20
"64290",166403,13,1,19,477,0,45
"64291",77400,3,1,18,442,0,11
"64292",115445,29,1,19,213,0,17
"64293",105649,2,1,13,205,0,17
"64294",69490,15,1,13,245,0,32
"64295",77494,18,1,19,134,0,47
"64296",10967,29,1,43,210,0,27
"64297",310945,9,1,13,466,0,13
"64298",179006,14,1,6,401,0,5
"64299",100135,9,1,12,489,0,30
"64300",28733,2,1,19,212,0,25
"64301",48047,8,1,20,145,0,33
"64302",201101,2,1,19,469,0,14
"64303",100275,6,1,19,125,0,29
"64304",211256,14,1,19,442,0,6
"64305",60554,15,1,18,245,0,45
"64306",286872,12,1,19,259,0,9
"64307",131418,13,1,19,400,0,31
"64308",79857,21,1,19,128,0,24
"64309",47146,32,1,35,376,0,19
"64310",263565,12,1,32,245,0,22
"64311",165520,26,1,40,266,0,13
"64312",57403,24,1,41,178,0,4
"64313",203048,9,1,17,244,0,4
"64314",20893,26,1,13,477,0,17
"64315",116094,1,1,19,439,0,43
"64316",84896,151,0,76,347,0,15
"64317",14348,15,1,47,130,0,24
"64318",125877,12,1,13,178,0,13
"64319",249395,15,1,13,386,0,0
"64320",31247,14,1,13,349,0,46
"64321",24981,3,1,13,452,0,13
"64322",120038,9,1,41,127,0,23
"64323",93175,9,1,13,234,0,30
"64324",66176,9,2,19,442,0,12
"64325",193061,12,1,19,259,0,7
"64326",94015,12,1,16,178,0,18
"64327",357064,14,1,36,449,0,30
"64328",194375,1,1,13,134,0,33
"64329",114678,26,1,42,121,0,0
"64330",68302,3,1,41,424,0,22
"64331",199542,21,1,19,128,0,18
"64332",4382,3,1,19,317,0,16
"64333",11580,18,1,19,107,0,32
"64334",17447,12,1,13,259,0,29
"64335",73168,15,1,13,245,0,38
"64336",6908,28,1,10,135,0,47
"64337",332690,18,1,8,107,0,29
"64338",238733,9,1,13,334,0,29
"64339",7471,3,2,13,135,0,23
"64340",290451,12,1,25,259,0,7
"64341",49783,3,1,40,205,0,26
"64342",19309,1,1,18,452,0,31
"64343",89642,15,1,13,111,0,22
"64344",21373,21,1,19,128,0,25
"64345",27781,2,1,13,258,0,29
"64346",15697,12,1,19,205,0,15
"64347",68150,21,2,9,128,0,6
"64348",53769,6,1,13,459,0,6
"64349",160386,20,1,19,259,0,12
"64350",224329,9,1,62,466,0,31
"64351",39111,12,1,23,265,0,12
"64352",114719,3,1,19,280,0,29
"64353",49602,9,1,17,466,0,27
"64354",223775,21,1,3,128,0,19
"64355",236321,15,1,17,245,0,12
"64356",28253,3,1,13,409,0,44
"64357",78025,13,1,40,477,0,24
"64358",44744,24,2,74,105,0,25
"64359",5314,64,2,3,459,0,29
"64360",5314,14,1,19,463,0,9
"64361",107222,13,1,8,477,0,22
"64362",58011,3,1,19,280,0,4
"64363",871,12,1,13,178,0,20
"64364",264745,3,1,9,280,0,10
"64365",63323,12,1,13,178,0,37
"64366",14737,15,1,19,3,0,1
"64367",97049,15,1,19,315,0,13
"64368",251369,3,1,19,480,0,26
"64369",62197,12,1,13,219,0,43
"64370",42646,64,1,13,459,0,0
"64371",53085,14,1,15,442,0,46
"64372",80195,9,1,16,334,0,8
"64373",105475,18,1,15,439,0,32
"64374",92673,18,1,19,107,0,3
"64375",68051,3,1,30,280,0,25
"64376",14950,13,1,13,477,0,21
"64377",8111,3,1,25,280,0,1
"64378",104374,12,1,30,265,0,13
"64379",17231,27,1,19,153,0,46
"64380",23585,3,1,14,211,0,29
"64381",59955,12,1,13,178,0,33
"64382",62992,26,1,31,266,0,16
"64383",1634,12,1,8,245,0,29
"64384",67734,9,2,13,232,0,25
"64385",119583,32,1,37,376,0,15
"64386",59762,58,3032,607,347,0,8
"64387",91048,14,1,19,480,0,12
"64388",105101,3,2,37,371,0,25
"64389",60815,3,1,19,280,0,2
"64390",80908,1,1,25,349,0,46
"64391",171769,25,1,13,259,0,47
"64392",112617,9,1,19,107,0,2
"64393",9360,9,1,28,258,0,7
"64394",209244,9,1,9,258,0,31
"64395",361232,3,1,18,153,0,25
"64396",2941,2,1,22,237,0,2
"64397",72222,15,1,18,245,0,11
"64398",205254,24,1,13,105,0,5
"64399",90888,15,1,13,315,0,29
"64400",80560,3,1,20,280,0,24
"64401",11161,12,1,10,105,0,23
"64402",84288,3,1,19,280,0,13
"64403",77840,3,1,13,280,0,20
"64404",91082,9,1,8,442,0,23
"64405",209663,1,1,13,135,0,28
"64406",85541,29,1,19,213,0,32
"64407",8536,12,1,13,245,0,5
"64408",134479,1,1,13,134,0,43
"64409",66218,20,2,35,259,0,20
"64410",77869,12,1,14,178,0,5
"64411",63062,3,1,13,280,0,22
"64412",73516,9,2,32,334,0,6
"64413",72713,15,1,19,265,0,32
"64414",92766,12,1,19,212,0,26
"64415",39040,11,1,10,469,0,26
"64416",11119,8,1,13,145,0,16
"64417",59134,8,1,8,145,0,19
"64418",67694,3,1,27,153,0,15
"64419",3882,14,1,10,442,0,6
"64420",119372,2,1,6,243,0,14
"64421",4951,2,1,19,435,0,11
"64422",18667,3,1,10,280,0,10
"64423",118315,6,1,13,459,0,21
"64424",8954,15,1,19,412,0,15
"64425",97341,2,1,15,122,0,33
"64426",20165,3,1,17,280,0,6
"64427",171370,3,1,6,135,0,5
"64428",100275,2,1,19,477,0,29
"64429",42216,12,1,9,245,0,36
"64430",111153,9,2,17,466,0,17
"64431",66739,3,1,1,137,0,35
"64432",96202,14,1,18,439,0,44
"64433",193219,15,1,19,265,0,21
"64434",47313,2,1,6,477,0,25
"64435",113479,14,1,20,442,0,1
"64436",76281,3,1,7,452,0,45
"64437",53715,14,1,19,460,0,21
"64438",12679,23,1,13,153,0,12
"64439",48962,15,1,10,153,0,1
"64440",262343,9,1,25,215,0,30
"64441",116670,3,1,16,30,0,29
"64442",69899,3,1,20,452,0,34
"64443",1040,1,1,20,137,0,19
"64444",67249,9,1,22,244,0,21
"64445",105855,2,1,19,364,0,2
"64446",8230,12,1,19,265,0,46
"64447",5787,3,1,13,130,0,40
"64448",79123,12,1,19,265,0,30
"64449",4414,2,1,13,237,0,11
"64450",30132,2,1,13,317,0,22
"64451",182522,12,1,19,205,0,9
"64452",121028,14,1,22,463,0,34
"64453",127525,12,1,20,328,0,1
"64454",124073,18,1,13,107,0,18
"64455",139886,12,1,41,340,0,10
"64456",76837,6,1,13,459,0,9
"64457",75644,18,3032,607,107,0,46
"64458",17390,15,1,7,386,0,24
"64459",118663,3,1,3,173,0,17
"64460",48846,17,1,25,280,0,34
"64461",173569,2,1,13,469,0,5
"64462",91679,21,1,19,128,0,2
"64463",132086,1,1,19,349,0,12
"64464",34738,2,1,15,435,0,33
"64465",192967,2,1,19,364,0,20
"64466",27518,18,1,19,134,0,28
"64467",74469,24,1,19,105,0,25
"64468",80245,25,1,13,259,0,25
"64469",6313,18,1,19,107,0,33
"64470",204423,12,1,41,265,0,19
"64471",116425,2,1,10,364,0,32
"64472",169814,2,1,13,237,0,3
"64473",122893,2,1,17,477,0,12
"64474",11846,3,1,19,280,0,10
"64475",111413,15,1,3,315,0,1
"64476",116535,2,1,19,237,0,7
"64477",24002,12,1,19,242,0,18
"64478",5306,18,1,19,121,0,29
"64479",263678,18,1,40,107,0,47
"64480",73954,14,1,19,349,0,28
"64481",130927,18,3032,607,107,0,19
"64482",107986,9,1,13,127,0,28
"64483",136674,11,1,25,319,0,30
"64484",6260,9,1,11,215,0,10
"64485",89946,26,1,19,266,0,1
"64486",15714,23,1,13,153,0,23
"64487",42197,3,1,11,280,0,12
"64488",49582,9,2,8,466,0,25
"64489",64491,15,1,6,386,0,0
"64490",259969,15,1,18,245,0,41
"64491",5314,1,1,19,125,0,15
"64492",93291,2,2,37,205,0,9
"64493",122880,9,1,13,232,0,24
"64494",82767,12,1,22,140,0,18
"64495",165980,15,1,55,315,0,36
"64496",82039,3,1,22,137,0,32
"64497",67040,9,1,6,134,0,11
"64498",45702,9,1,13,466,0,6
"64499",10257,3,1,32,280,0,8
"64500",12479,2,1,20,205,0,26
"64501",123839,18,1,25,107,0,19
"64502",92544,12,1,13,140,0,10
"64503",57786,14,1,20,349,0,15
"64504",82485,9,1,13,134,0,6
"64505",50223,3,1,25,280,0,35
"64506",209627,183,3032,607,347,0,28
"64507",194594,18,1,47,107,0,12
"64508",42237,3,1,40,280,0,1
"64509",31768,21,1,37,232,0,18
"64510",194236,3,1,18,280,0,4
"64511",79909,18,1,18,107,0,29
"64512",123483,26,1,13,121,0,13
"64513",363371,11,1,25,122,0,6
"64514",11093,8,1,19,145,0,15
"64515",132146,3,1,22,280,0,14
"64516",204874,15,2,19,245,0,34
"64517",88001,2,1,15,435,0,14
"64518",100959,4,2,7,101,0,30
"64519",11467,3,1,13,280,0,18
"64520",129249,12,1,31,245,0,25
"64521",73201,2,1,10,258,0,2
"64522",157743,18,1,40,107,0,7
"64523",191458,12,1,17,19,0,8
"64524",197582,12,1,13,265,0,47
"64525",169670,14,1,13,489,0,10
"64526",59997,18,1,19,439,0,23
"64527",160734,2,1,13,477,0,28
"64528",22658,3,1,19,280,0,14
"64529",65864,25,1,37,259,0,26
"64530",124844,6,1,18,459,0,21
"64531",308691,56,1,2,406,0,28
"64532",65659,15,1,19,3,0,3
"64533",112418,26,1,17,477,0,22
"64534",134243,15,1,15,153,0,10
"64535",84395,18,1,22,439,0,6
"64536",47251,2,1,6,236,0,11
"64537",88914,26,1,13,266,0,29
"64538",78796,3,1,19,19,0,28
"64539",52549,11,1,10,325,0,21
"64540",235247,9,1,3,215,0,17
"64541",276233,9,1,13,107,0,27
"64542",59952,12,1,19,409,0,0
"64543",40077,2,1,19,452,0,27
"64544",118412,3,1,13,211,0,10
"64545",167401,3,1,19,280,0,9
"64546",119348,14,1,13,442,0,17
"64547",70248,11,1,17,122,0,34
"64548",26995,14,1,30,489,0,28
"64549",101439,12,1,6,178,0,14
"64550",62876,2,1,13,435,0,4
"64551",280857,3,1,17,421,0,5
"64552",44494,12,1,13,245,0,8
"64553",114596,12,1,20,245,0,30
"64554",44067,12,1,19,245,0,9
"64555",166403,19,0,29,347,0,24
"64556",66739,18,1,40,107,0,22
"64557",96843,9,1,14,232,0,25
"64558",67581,64,1,19,459,0,23
"64559",95495,11,1,13,469,0,30
"64560",79794,8,1,19,145,0,24
"64561",4744,24,1,13,105,0,32
"64562",125827,11,1,13,325,0,10
"64563",54102,2,1,13,18,0,18
"64564",326248,32,1,19,376,0,18
"64565",32395,3,1,10,280,0,14
"64566",26759,3,1,19,280,0,14
"64567",100088,11,1,19,487,0,29
"64568",106135,3,1,9,205,0,20
"64569",93477,12,1,19,259,0,25
"64570",116591,12,1,14,259,0,28
"64571",176,9,1,13,107,0,31
"64572",158559,2,1,3,477,0,32
"64573",2600,15,1,4,245,0,25
"64574",62171,12,1,18,265,0,8
"64575",336617,11,1,19,319,0,21
"64576",166631,18,1,18,439,0,7
"64577",4177,23,1,17,153,0,36
"64578",13737,13,1,19,477,0,8
"64579",79702,9,2,31,258,0,40
"64580",99209,18,1,18,121,0,0
"64581",329131,18,1,13,121,0,25
"64582",147931,2,1,13,477,0,46
"64583",144038,1,1,47,134,0,12
"64584",36329,1,1,13,178,0,16
"64585",69691,15,1,53,386,0,12
"64586",88756,14,1,18,446,0,21
"64587",39220,1,1,17,134,0,21
"64588",73516,26,1,13,266,0,22
"64589",92904,3,1,8,280,0,13
"64590",85329,8,1,13,145,0,32
"64591",141009,23,1,37,153,0,46
"64592",193097,17,1,19,280,0,25
"64593",68651,12,1,16,140,0,46
"64594",124479,32,1,17,376,0,12
"64595",25509,17,1,19,280,0,25
"64596",75436,2,1,19,477,0,14
"64597",105964,18,1,22,107,0,28
"64598",100275,2,1,27,477,0,3
"64599",71405,2,1,13,237,0,47
"64600",49602,3,2,40,137,0,18
"64601",36150,2,1,37,205,0,23
"64602",36150,2,1,19,205,0,32
"64603",200004,9,1,18,134,0,0
"64604",25648,9,1,19,442,0,34
"64605",64711,23,1,49,153,0,44
"64606",3313,21,1,19,128,0,17
"64607",64491,3,1,13,19,0,24
"64608",114276,3,1,19,135,0,17
"64609",35803,9,1,22,232,0,14
"64610",33473,2,1,8,122,0,27
"64611",208436,3,1,26,280,0,8
"64612",9127,15,1,17,245,0,47
"64613",91123,15,1,19,379,0,12
"64614",12874,3,1,19,417,0,18
"64615",107212,18,1,17,107,0,13
"64616",85773,12,1,19,205,0,12
"64617",269733,14,1,19,349,0,24
"64618",164797,3,1,41,424,0,2
"64619",42164,3,1,19,137,0,17
"64620",68965,7,1,10,101,0,6
"64621",100393,37,1,10,21,0,19
"64622",80248,8,1,13,145,0,32
"64623",9113,10,1,25,113,0,46
"64624",52673,2,1,19,237,0,8
"64625",69577,9,1,19,134,0,33
"64626",86876,3,1,13,280,0,14
"64627",80140,18,1,13,107,0,27
"64628",23478,3,1,13,442,0,46
"64629",48544,27,1,10,153,0,10
"64630",37515,29,2,25,343,0,18
"64631",76136,23,1,19,153,0,1
